experiment,ATE,ATE_adjusted,ATE_unadjusted,batch_size,desc,epochs,model_name,seed,treatment_column
exp67,0.633878343219999,0.0616701861602682,-0.13708215718318228,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Watch_preprocess_sharpness_ave_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/efficientvit_m2.r224_in1k,3000,T_proxy
exp68,0.6535911176722213,0.26177539882702927,-0.14044718466795425,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Watch_preprocess_sharpness_ave_t0.8c10.0_noise0.5_1221-T_boost.csv,3,timm/efficientvit_m2.r224_in1k,3000,T_proxy
exp69,-0.1383256406706026,0.10276568161993124,-0.16592980052722262,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliance_preprocess_sharpness_ave_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/efficientvit_m2.r224_in1k,4000,T_proxy
exp7,-0.05993340849459659,0.0616701861602682,-0.13708215718318228,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Watch_preprocess_sharpness_ave_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/eva02_tiny_patch14_224.mim_in22k,123,T_proxy
exp70,-0.16446984843543253,0.5351638324644239,-0.21985594785893686,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliance_preprocess_sharpness_ave_t0.8c10_noise0.5_1221-T_boost.csv,3,timm/efficientvit_m2.r224_in1k,4000,T_proxy
exp71,-0.07194257717923434,0.0616701861602682,-0.13708215718318228,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Watch_preprocess_sharpness_ave_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/efficientvit_m2.r224_in1k,4000,T_proxy
exp72,-0.08795318981521637,0.26177539882702927,-0.14044718466795425,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Watch_preprocess_sharpness_ave_t0.8c10.0_noise0.5_1221-T_boost.csv,3,timm/efficientvit_m2.r224_in1k,4000,T_proxy
exp73,0.2181892691214335,0.10276568161993124,-0.16592980052722262,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliance_preprocess_sharpness_ave_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/efficientvit_m2.r224_in1k,5000,T_proxy
exp74,0.09428949731643264,0.5351638324644239,-0.21985594785893686,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliance_preprocess_sharpness_ave_t0.8c10_noise0.5_1221-T_boost.csv,3,timm/efficientvit_m2.r224_in1k,5000,T_proxy
exp75,0.21602194223289964,0.0616701861602682,-0.13708215718318228,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Watch_preprocess_sharpness_ave_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/efficientvit_m2.r224_in1k,5000,T_proxy
exp76,0.3130726147875658,0.26177539882702927,-0.14044718466795425,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Watch_preprocess_sharpness_ave_t0.8c10.0_noise0.5_1221-T_boost.csv,3,timm/efficientvit_m2.r224_in1k,5000,T_proxy
exp77,0.40326662257034546,0.10276568161993124,-0.16592980052722262,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliance_preprocess_sharpness_ave_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/efficientvit_m2.r224_in1k,6000,T_proxy
exp78,0.2418227687947841,0.5351638324644239,-0.21985594785893686,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliance_preprocess_sharpness_ave_t0.8c10_noise0.5_1221-T_boost.csv,3,timm/efficientvit_m2.r224_in1k,6000,T_proxy
exp79,0.0660872068686653,0.0616701861602682,-0.13708215718318228,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Watch_preprocess_sharpness_ave_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/efficientvit_m2.r224_in1k,6000,T_proxy
exp8,-0.132475008901417,0.26177539882702927,-0.14044718466795425,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Watch_preprocess_sharpness_ave_t0.8c10.0_noise0.5_1221-T_boost.csv,3,timm/eva02_tiny_patch14_224.mim_in22k,123,T_proxy
exp80,0.0010517550460500788,0.26177539882702927,-0.14044718466795425,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Watch_preprocess_sharpness_ave_t0.8c10.0_noise0.5_1221-T_boost.csv,3,timm/efficientvit_m2.r224_in1k,6000,T_proxy
exp81,-0.22144358191416258,0.10276568161993124,-0.16592980052722262,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliance_preprocess_sharpness_ave_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,42,T_proxy
exp82,-0.19906858678077224,0.5351638324644239,-0.21985594785893686,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliance_preprocess_sharpness_ave_t0.8c10_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,42,T_proxy
exp83,-0.18710221215900882,0.0616701861602682,-0.13708215718318228,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Watch_preprocess_sharpness_ave_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,42,T_proxy
exp84,-0.10735887452778324,0.26177539882702927,-0.14044718466795425,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Watch_preprocess_sharpness_ave_t0.8c10.0_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,42,T_proxy
exp85,0.04608225267576544,0.10276568161993124,-0.16592980052722262,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliance_preprocess_sharpness_ave_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,123,T_proxy
exp86,-0.132496552510696,0.5351638324644239,-0.21985594785893686,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliance_preprocess_sharpness_ave_t0.8c10_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,123,T_proxy
exp87,0.0767646672964132,0.0616701861602682,-0.13708215718318228,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Watch_preprocess_sharpness_ave_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,123,T_proxy
exp88,0.10255905308166793,0.26177539882702927,-0.14044718466795425,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Watch_preprocess_sharpness_ave_t0.8c10.0_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,123,T_proxy
exp89,-0.11605008566018836,0.10276568161993124,-0.16592980052722262,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliance_preprocess_sharpness_ave_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,456,T_proxy
exp9,-0.10150456682395488,0.10276568161993124,-0.16592980052722262,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliance_preprocess_sharpness_ave_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/eva02_tiny_patch14_224.mim_in22k,456,T_proxy
exp90,-0.16608923169929957,0.5351638324644239,-0.21985594785893686,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliance_preprocess_sharpness_ave_t0.8c10_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,456,T_proxy
exp91,-0.14842534536879515,0.0616701861602682,-0.13708215718318228,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Watch_preprocess_sharpness_ave_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,456,T_proxy
exp92,-0.1981116348935995,0.26177539882702927,-0.14044718466795425,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Watch_preprocess_sharpness_ave_t0.8c10.0_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,456,T_proxy
exp93,-0.08367437187638657,0.10276568161993124,-0.16592980052722262,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliance_preprocess_sharpness_ave_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,789,T_proxy
exp94,-0.10552044736789493,0.5351638324644239,-0.21985594785893686,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliance_preprocess_sharpness_ave_t0.8c10_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,789,T_proxy
exp95,-0.24402209154519508,0.0616701861602682,-0.13708215718318228,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Watch_preprocess_sharpness_ave_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,789,T_proxy
exp96,-0.32380612644419016,0.26177539882702927,-0.14044718466795425,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Watch_preprocess_sharpness_ave_t0.8c10.0_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,789,T_proxy
exp97,-0.19476879876813358,0.10276568161993124,-0.16592980052722262,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliance_preprocess_sharpness_ave_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,1000,T_proxy
exp98,-0.29383979381371633,0.5351638324644239,-0.21985594785893686,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliance_preprocess_sharpness_ave_t0.8c10_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,1000,T_proxy
exp99,-0.2710959400056536,0.0616701861602682,-0.13708215718318228,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Watch_preprocess_sharpness_ave_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,1000,T_proxy
