experiment,ATE,batch_size,desc,epochs,model_name,seed,treatment_column
exp89,-0.22833338386842947,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliances_preprocess_contains_text_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,1011,T_proxy
exp9,-0.07636246294050364,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliances_preprocess_contains_text_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/eva02_tiny_patch14_224.mim_in22k,1011,T_proxy
exp90,-0.22607532081049247,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliances_preprocess_contains_text_t0.8c10_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,1011,T_proxy
exp91,-0.1294681919888937,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliances_preprocess_contains_text_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,1213,T_proxy
exp92,-0.15261529653220032,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliances_preprocess_contains_text_t0.8c10_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,1213,T_proxy
exp93,-0.10465164617320315,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliances_preprocess_contains_text_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,1415,T_proxy
exp94,-0.09464699336720028,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliances_preprocess_contains_text_t0.8c10_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,1415,T_proxy
exp95,-0.0866793315453848,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliances_preprocess_contains_text_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,1617,T_proxy
exp96,-0.07923396654918899,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliances_preprocess_contains_text_t0.8c10_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,1617,T_proxy
exp97,-0.08404445408341743,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliances_preprocess_contains_text_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,1819,T_proxy
exp98,-0.11474867454732252,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliances_preprocess_contains_text_t0.8c10_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,1819,T_proxy
exp99,-0.1550129874083407,32,/root/graduation_thetis/causal-bert-pytorch/input/modelinput/noise-T-boost/Appliances_preprocess_contains_text_t0.8c0.8_noise0.5_1221-T_boost.csv,3,timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,2021,T_proxy
