Unnamed: 0,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,img_path,actual_price_yen,sharpness,sharpness_ave,avg_brightness,light_or_dark
11482,REDUX GW-201 Pretty Butterfly Dial Analogue Watch for Women's & Girl's,accessories,Watches,https://m.media-amazon.com/images/I/61qTNyIgvFL._AC_UL320_.jpg,https://www.amazon.in/GW-201-Pretty-Butterfly-Analogue-Womens/dp/B09DY283W9/ref=sr_1_11510?qid=1679156038&s=watches&sr=1-11510,5.0,1,₹321,1599.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11482.jpg,175890.0,16030.657305216635,1,191.1544796765734,0
11491,Daniel Klein Analog Black Dial Women's Watch-DK.1.12773-6,accessories,Watches,https://m.media-amazon.com/images/I/61a8BCrLMFL._AC_UL320_.jpg,https://www.amazon.in/Daniel-Klein-Analog-Womens-Watch-DK-1-12773-6/dp/B09BV125B3/ref=sr_1_11519?qid=1679156038&s=watches&sr=1-11519,Get,0,"₹2,426",4950.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11491.jpg,544500.0,6724.243235488845,0,140.35050968907032,0
11495,KIARVI GALLERY Casual Analogue Heart Dial with Magnetic Metal Strap Analog Watch for Girl's and Women,accessories,Watches,https://m.media-amazon.com/images/I/41rH5Jg1tfS._AC_UL320_.jpg,https://www.amazon.in/KIARVI-GALLERY-Heart-Magnetic-Analog/dp/B0997DZ88H/ref=sr_1_11523?qid=1679156038&s=watches&sr=1-11523,1.0,1,₹269,999.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11495.jpg,109890.0,16242.156668827913,1,127.30316694630872,0
11496,SS Traders Analogue Dial Watch for Girls Stylish Latest 2021 Kids dial Watch with Round Dial - Best Return Gift/Kids Watch...,accessories,Watches,https://m.media-amazon.com/images/I/71Rnj-LP84L._AC_UL320_.jpg,https://www.amazon.in/SS-Traders-Analogue-Stylish-Latest/dp/B097TRQM6F/ref=sr_1_11524?qid=1679156038&s=watches&sr=1-11524,3.0,1,₹245,499.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11496.jpg,54890.0,3351.4178990593145,0,169.8439285553892,0
11499,HAVELOCK Analogue Women's Watch (Black Dial),accessories,Watches,https://m.media-amazon.com/images/I/71VqGx2-yMS._AC_UL320_.jpg,https://www.amazon.in/HAVELOCK-Analogue-Womens-Watch-Black/dp/B0932KLC86/ref=sr_1_11527?qid=1679156038&s=watches&sr=1-11527,4.4,2,₹489,2499.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11499.jpg,274890.0,9654.93625768935,1,189.47622549019607,0
11503,KIARVI GALLERY Black 12 Dimond Magnet Strap Analog Watch and Diamond Studded Black Bracelet Combo for Girl's and Women,accessories,Watches,https://m.media-amazon.com/images/I/91VPQO7PsTL._AC_UL320_.jpg,https://www.amazon.in/KIARVI-GALLERY-Diamond-Studded-Bracelet/dp/B08ZKVRLT5/ref=sr_1_11527?qid=1679156040&s=watches&sr=1-11527,1.9,2,₹249,999.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11503.jpg,109890.0,26071.602778941357,1,149.243735391436,0
11508,Sooms Analogue Women's Watch (Rose Gold Dial) (Pink),accessories,Watches,https://m.media-amazon.com/images/I/41BMsrKSJML._AC_UL320_.jpg,https://www.amazon.in/Sooms-Analogue-Womens-Watch-Rose/dp/B08W2P4XB5/ref=sr_1_11532?qid=1679156040&s=watches&sr=1-11532,5.0,2,,299.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11508.jpg,32890.0,2325.575426874291,0,179.00824500762192,0
11509,KIROH Casual Analogue Girl's Watch(Black Dial black and Gold Colored Strap)-KG-A21,accessories,Watches,https://m.media-amazon.com/images/I/81dxEjDt8qL._AC_UL320_.jpg,https://www.amazon.in/KIROH-Casual-Analogue-Colored-KG-A21/dp/B08VHMW1R1/ref=sr_1_11533?qid=1679156040&s=watches&sr=1-11533,3.5,3,₹299,999.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11509.jpg,109890.0,22699.86854752122,1,151.15980416309932,0
11510,Sooms Stainless Steel Analog Watch (Black Dial),accessories,Watches,https://m.media-amazon.com/images/I/41cLr3bwWUL._AC_UL320_.jpg,https://www.amazon.in/Sooms-Stainless-Steel-Analog-Watch/dp/B08TTLVWPR/ref=sr_1_11534?qid=1679156040&s=watches&sr=1-11534,4.0,1,₹249,299.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11510.jpg,32890.0,5720.958849953206,0,185.51395692567567,0
11512,Shivark Couples Watches for Men and Women Quartz Analog Metal Tree Lovers Black Dial Wristwatch for Men Women Lovers Set of 2,accessories,Watches,https://m.media-amazon.com/images/I/61WrDQ1yRXL._AC_UL320_.jpg,https://www.amazon.in/Shivark-Couples-Watches-Quartz-Wristwatch/dp/B08T1GNWKW/ref=sr_1_11536?qid=1679156040&s=watches&sr=1-11536,5.0,1,₹349,999.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11512.jpg,109890.0,8563.72134640804,0,126.27730978208811,0
11513,pass pass Black Kids Watch for Combo Analog for Boys & Girls (Pack of-2),accessories,Watches,https://m.media-amazon.com/images/I/51wDPAalZlL._AC_UL320_.jpg,https://www.amazon.in/Black-Watch-Combo-Analog-Girls/dp/B08SSF9PC7/ref=sr_1_11537?qid=1679156040&s=watches&sr=1-11537,2.9,2,₹249,599.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11513.jpg,65890.0,3933.132398378423,0,166.46530297453705,0
11514,Strand By Obaku Isla Analog Burgundy Dial Women's Watch-S705LXVDMD,accessories,Watches,https://m.media-amazon.com/images/I/81l24aNdEQL._AC_UL320_.jpg,https://www.amazon.in/Strand-Obaku-Analog-Burgundy-Watch-S705LXVDMD/dp/B08RDZTT53/ref=sr_1_11538_mod_primary_new?qid=1679156040&s=watches&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-11538,5.0,3,"₹4,400",4995.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11514.jpg,549450.0,29193.338412196335,1,156.04256634358288,0
11515,Strand By Obaku Ipanema Analog Blue Dial Women's Watch-S706LXVLSL,accessories,Watches,https://m.media-amazon.com/images/I/71d1KZAf6tL._AC_UL320_.jpg,https://www.amazon.in/Strand-Obaku-Ipanema-Analog-Watch-S706LXVLSL/dp/B08RDZSW4M/ref=sr_1_11539?qid=1679156040&s=watches&sr=1-11539,5.0,1,"₹4,796",5995.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11515.jpg,659450.0,14185.801717766199,1,160.66001839817883,0
11517,Sooms Analogue Women's Watch (Black Dial Black Colored Strap)-00,accessories,Watches,https://m.media-amazon.com/images/I/71bymOPCPIL._AC_UL320_.jpg,https://www.amazon.in/Sooms-Analogue-Womens-Watch-Colored/dp/B08RB3BH2W/ref=sr_1_11545?qid=1679156040&s=watches&sr=1-11545,2.0,2,₹219,299.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11517.jpg,32890.0,16826.632931084194,1,121.74003594771243,0
11520,YOUTH CLUB Formal Analogue Women's Watch(White Dial Brown Colored Strap)-YCS-101LDRG,accessories,Watches,https://m.media-amazon.com/images/I/818CBZz1iTL._AC_UL320_.jpg,https://www.amazon.in/YOUTH-CLUB-Analog-Functioning-Colour/dp/B08Q7VLJ6R/ref=sr_1_11548?qid=1679156040&s=watches&sr=1-11548,2.3,2,₹249,999.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11520.jpg,109890.0,19798.368946412935,1,192.84198454506802,0
11522,FEXME Watch for Girls & Women Butterfly Designe Analogue White Dial Multi Colour Watch for Women,accessories,Watches,https://m.media-amazon.com/images/I/71gH3F7Rl0L._AC_UL320_.jpg,https://www.amazon.in/FEXME-Analogue-White-Multi-Color/dp/B08P7X3LQG/ref=sr_1_11550?qid=1679156040&s=watches&sr=1-11550,3.8,11,₹229,899.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11522.jpg,98890.0,12994.438693668439,1,189.4423351697977,0
11526,FURLA Block Analog Black Dial Women's Watch-WW00011005L1,accessories,Watches,https://m.media-amazon.com/images/I/816NDE1tiTL._AC_UL320_.jpg,https://www.amazon.in/FURLA-Block-Analog-Womens-Watch-WW00011005L1/dp/B08LZW7X6J/ref=sr_1_11554?qid=1679156040&s=watches&sr=1-11554,5.0,1,,15995.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11526.jpg,1759450.0,18271.063872947692,1,193.39389437500003,0
11529,The Shopoholic Black Round Diamond Dial Latest Purple & Rosegold Magnet Belt Analogue Watch for Women Pack of - 2 (Ts-CP-12),accessories,Watches,https://m.media-amazon.com/images/I/814hLW7q35L._AC_UL320_.jpg,https://www.amazon.in/Shopoholic-Diamond-Latest-Rosegold-Analogue/dp/B08L9KJ6H9/ref=sr_1_11557?qid=1679156040&s=watches&sr=1-11557,4.2,3,₹399,999.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11529.jpg,109890.0,32911.88591356349,1,161.607639742289,0
11532,Daniel Klein Analog Black Dial Women's Watch-DK.1.12487-6,accessories,Watches,https://m.media-amazon.com/images/I/81xQnNVOT3L._AC_UL320_.jpg,https://www.amazon.in/Daniel-Klein-Analog-Womens-Watch-DK-1-12487-6/dp/B08K566DQH/ref=sr_1_11560?qid=1679156040&s=watches&sr=1-11560,3.0,1,"₹3,558",4950.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11532.jpg,544500.0,16321.039711705474,1,177.05424827453987,0
11533,Daniel Klein Analog Black Dial Women's Watch-DK.1.12415-4,accessories,Watches,https://m.media-amazon.com/images/I/81NOtSYUDiL._AC_UL320_.jpg,https://www.amazon.in/Daniel-Klein-Analog-Womens-Watch-DK-1-12415-4/dp/B08K54BXJX/ref=sr_1_11561?qid=1679156040&s=watches&sr=1-11561,5.0,1,"₹3,749",5950.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11533.jpg,654500.0,19643.792975627384,1,155.2496217570755,0
11537,ZUPERIA Blue Diamond Studded Analogue Watch with Free Blue Bracelet,accessories,Watches,https://m.media-amazon.com/images/I/71AZi4i1OWL._AC_UL320_.jpg,https://www.amazon.in/Zuperia-Diamond-Studded-Analogue-Bracelet/dp/B08HJ9S3GX/ref=sr_1_11565?qid=1679156040&s=watches&sr=1-11565,4.1,2,₹334,999.0,/root/graduation_thetis/causal-bert-pytorch/input/watch_images/11537.jpg,109890.0,19395.75256092093,1,152.80234292355374,0
